単語帳OK,着画含めてOK,最終ステータス,販売ステータス,元品番,カラーCD,品番,PB,ブランド名（カナ）,カラー名（カナ）,装用期間（英語）,上代（税込）,入数,最大度数,DIA（半角英数）,G・DIA（半角英数）,BC（半角英数）,含水率,レンズ機能,,メイン背景色,バンドル画像,サムネ画像,レンズ画像,装用画像（黒目）,装用画像（茶目）,サムネマスター,レンズマスター,度なし（±0.00）,バンドル,コメント（列幅からはみ出ないように）幅290,"発注数
-10.00/-9.00/-8.00/-6.00は12枚、
それ以外は8枚","ランキングコーナーに入れるもの
サムネのみ12cm×12cmで印刷 / 商品カード＋6枚",_row_number,reason
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1190,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1191,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1192,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1193,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1194,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1195,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1196,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1197,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1198,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1199,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1200,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1201,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1202,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1203,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1204,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1205,missing_required
,,-,,,,,,,,,,#N/A,0.00,0.0,0.0,0,0.0,,,,/Users/asano/Desktop/data_sample/Links/bandle.jpg,,,,,,,,,,,,1206,missing_required
